,id,log_price,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,Accessible,Air conditioning,BBQ grill,Baby friendly,Changing table,Bath towel,Bathtub,Beachfront,Breakfast,Coffee maker,Dishwasher,Doorman,Elevator,Extra pillows and blankets,Family/kid friendly,Firm mattress,First aid kit,Free parking,Game console,Garden or backyard,Gym,Heating,Hot tub,Indoor fireplace,Internet,Iron,Keypad,Kitchen,Laptop friendly workspace,Lock on bedroom door,Long term stays allowed,Pool,Private bathroom,Private entrance,Private living room,Refrigerator,Smoking allowed,Stove,Suitable for events,TV
79,20738762,5.247024072160486,Apartment,Entire home/apt,6,1.0,Real Bed,flexible,True,NYC,"Hi! I am currently listing my large, spacious 2 bedroom apartment in West Harlem near Columbia University. The 1 subway train is 2 blocks away. Doorman building. Delis, Duane Reade, Restaurants all nearby.",,t,f,,2015-07-21,f,,"Large, Spacious 2 BR in Manhattan",0,,10031,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,16221430,5.857933154483459,Apartment,Entire home/apt,3,1.0,Real Bed,flexible,True,NYC,"Designer Mid-Century 1 Bedroom jewel with roofdeck in the heart of the West Village. Enjoy 7 windows and an entire floor to yourself in this romantic getaway, perfectly located in the midst of prime downtown Manhattan. Steps to Washington Square Park, three blocks to the West River, one block from ten major subway lines, and less than 5 minutes away from Meatpacking, SoHo, Nolita, and more than 70 top restaurants and bars. This luxurious spot is perfect for those working or playing in NY. A top floor, 3rd story walkup, exceptionally open and airy, floor-through apartment located in a small, charming building in the historic West Village/Greenwich Village district, this characterful 1 bedroom features a comfortable queen bed with Italian linens, and a collection of vintage mid century modern teak and walnut furnishings. Two air conditioners and baseboard heaters, seven windows full of light, a small fully-featured kitchen with glass cooktop and dishwasher, spacious dining table for four",2017-08-27,t,t,100%,2012-08-09,f,2017-09-24,"Luxurious, bright West Village 1BR with Roofdeck",3,100.0,10014,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
81,13398011,4.574710978503383,Loft,Entire home/apt,6,1.0,Real Bed,strict,True,NYC,"Gorgeous 1000 sq ft loft with 12' ceilings, sunset Manhattan views, antique Balinese furniture, full kitchen, only 20 minutes to Union Square with the Jefferson L train- with amazing new bars, restaurants, and street art on the way home! The light coming through in the afternoon and at sunset is truly magical- full downtown view, up to the Empire State building! There's also a pommel horse in case you're an aspiring gymnast :) Full kitchen, super comfy couch, TV, fast internet, nice and hot shower, and there's a washer/dryer down the hall. Can sleep 2 in the bedroom, another 2 on an air mattress, and another 2 on the couch. If you'd just be interested in the room and not the whole place, check out my other listing: https://www.airbnb.com/rooms/5326138 The whole place! I keep the smaller lofted bedroom closed- it could potentially be made available though. Again, if you're just interested in the room my other listing is here: https://www.airbnb.com/rooms/5326138 I'm rarely at home in th",2015-02-15,t,t,89%,2012-03-08,t,2017-06-11,Eclectic Loft 20 min-> Union Sq! ,22,96.0,11237,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
82,18472310,4.0943445622221,Apartment,Private room,2,1.0,Real Bed,moderate,True,NYC,"Welcome! This private room with shared bath in the hot Long Island City neighborhood is only 5-10 min from manhattan with 6 different subways lines (E,M,R,N,Q,7) less than 2 blocks away, putting the whole city at your fingertips! Check out our game room and gym in your free time. Room has heater, dresser, Queen bed. Full kitchen, wifi, cable, netflix, xbox, wii with comfy couches in common room. Hang with us, watch movies, make group dinners.  We love having guests! Questions? Ask away! Great location less than 10 min from Manhattan with access to 6 subways!  Friendly atmosphere: hang out and watch some Netflix, play some video games, or grab a beer with us.  Like to cook?  So do we!  Don't forget the gym and game room! TV, video games, wifi, kitchen, private bathroom, and all building amenities. My roommate and I are both young professionals working in NY.  We love meeting and getting to know new people.  You're encouraged to hang out and watch a movie or chat with us over dinner! Lon",2016-05-19,t,t,,2014-08-21,f,2016-07-26,Private room 5 min from manhattan!,3,80.0,11101,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
83,18524434,5.0106352940962555,Apartment,Private room,1,1.0,Real Bed,flexible,False,SF,Light filled front room with twin bed in Mission flat.,2017-09-01,t,f,100%,2012-07-31,f,2017-09-01,solo Mission get away,1,100.0,94110,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
84,19225024,4.859812404361672,House,Private room,4,1.0,Real Bed,strict,True,SF,"You’ll love my San Francisco home because of the  free parking, amazing views, vibrant colorful multi-ethnic location, and very safe family friendly neighborhood . You are only 9 miles from the airport (about a 10 minute drive). My place is perfect for couples, solo adventurers, business travelers, and families (with kids). This is a garden view room on the ground floor with a queen size bed and a pull out full size bed/sofa. It has it's own private connected bathroom with tub/shower. Large Screen TV with lots of Apple movies and full cable including Netflix, HBO, Showtime, and Hulu. Upstairs their is a shared fun gourmet kitchen with free coffee. you will find a comfortable living room and dinning area to relax in. Guest are provided a lockbox with house key to come and go at their own lesure. I am a third generation native San Franciscan, single father, ( my children are grown and living away from home). I love sharing my favorite places to go in the city. I am also a professional ph",2016-10-10,t,t,100%,2013-11-12,t,2017-09-25,Private room with attached private bathroom,31,93.0,94134,1.0,2.0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1
85,18840866,5.087596335232384,Apartment,Entire home/apt,7,2.0,Real Bed,strict,True,LA,"This lovely apartment With over 1400 square feet of living space, it has two bedroom/ two bath, a full kitchen with. Appliance, flat screen TV, hardwood Floors, two private parking and Everything   You’ll need for A carefree vacation!  Stay touch with loved ones back Home as wireless internet and cable are included your Rental package tastefully refreshed for The Modern traveler on vacation or business. a variety of Retail stores, specialty shop and Restaurant are Accessible within minutes. The fully appointed kitchen will eliminate the Need to go out dining. For every meal, the availability of local produce and fruit, that California is famous for will enable you to sit back and relax to watch your large flat screen TV after a long day of taking in the Site and atmospheric! Comfortable couch, TV with cable, coffee table.  The kitchen is stocked with all major appliances such as: gas stove& oven, refrigerator, microwave, toaster, & coffee maker. Inside the Kitchen cabinets we’ve provid",2016-12-27,t,t,100%,2016-06-29,t,2017-02-11,Huge 2BD/2 BATH. Apt. fully furnished in Burbank,6,84.0,91501,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
86,2586472,5.0106352940962555,Apartment,Entire home/apt,2,1.0,Real Bed,flexible,False,NYC,"I am an entrepreneur in the health and wellness space looking to rent out my apartment of couch (really a woven cot). Happy to make you a power smoothie in the morning. The apt is a few blocks from the park, the subway and all the shopping and food establishments that populate the upper east side. Modern, new boutique building with elevator. Spacious one bedroom with floor to ceiling windows. Large, mostly quiet.",,t,t,,2012-05-18,f,,UES Modern boutique building,0,,10029.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,20761244,3.871201010907892,Condominium,Private room,4,1.0,Real Bed,flexible,True,LA,"Only 3 miles from  LAX. In between Westfield Culver City shopping mall and the Promenade Howard Hughes Center where there is a movie theater and many restaurants. Close to Playa Vista, Corporate Pointe. 4-5 miles  from Marina Del Rey,  Santa Monica , and Venice Beach. 2bed/2bath condo. The Master bedroom with very own bathroom , two queen beds , big closets , nice sized mirrors. Cable Tv with DVR . Clean laminated floors and blackout curtains . Wifi of course !! The kitchen  , hot pot and French press for coffee. 5 community laundry rooms. 3 swimming pools to enjoy in the California sunshine , two jacuzzi's   for relaxation . Gym with safe equipment and a sauna room ! If you have any questions about Los Angeles or need directions somewhere I'd be more than happy to help! Safe Gated community in Heather Village Condominiums. There is fox hills park down the street with a nice jogging track. Neighborhood is full of pine trees, gas station convenience store down the street. Wells Fargo an",2017-02-25,t,t,100%,2017-01-05,t,2017-04-02,COZY High Ceiling MasterBedroom !,10,92.0,90230,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
88,3976798,5.5606816310155285,House,Entire home/apt,4,2.5,Real Bed,strict,True,LA,"Our brand-new 2-bdrm is comfortably appointed and in a great location. 1600 sf, 20-foot operable glass wall, LEED Gold. Steps from Moby's new restaurant, gourmet coffee, and yoga. Balcony hot tub with views of Griffith Park Observatory. Parking spot! Detached basement unit with separate entrance is occupied.",2016-01-05,t,t,,2013-11-05,f,2016-01-05,Stunning Silverlake Modern Home,1,100.0,90039,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
89,17812291,3.80666248977032,Apartment,Private room,1,1.0,Futon,strict,True,NYC,"Stay in this large room with hammock. Citi bike share right outside and one block from Von King Park. Within walking distance to various local hip bars and restaurants. This room belongs to Teddy, who is currently cat sitting in another apartment for the summer, but will be nearby to help get your settled and oriented. The room is large and has plenty of light. A ceiling fan to keep you cool at night, and a hammock to relax in. There is a bathroom that is shared with the other person in the apartment, and a little kitchen available. A very uniquely Bed-stuy art scene.",2016-09-18,t,t,90%,2015-10-12,f,2017-08-14,Artist's room in the heart of chic Bed-Sty,4,95.0,11221,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
90,1168086,4.0943445622221,House,Private room,3,1.0,Real Bed,strict,True,DC,"My place is close to restaurants and dining, family-friendly activities, nightlife, and public transport.  If you love being close to the action and enjoy a peaceful night, this is the perfect place for you. You're a short ride from Capitol Hill and H Streets Restaurants and Bars. The metro is walking distance and requires no transfer to DCA airport. My place is good for couples, solo adventurers, business travelers, and families (with kids). Blue line metro - 5 to 10 minute walk Union Station/Metro- 15 minute ride  Bus Stops 5 minute walk Typical uber and lyft wait 2-5 minutes. Street parking available.",2017-04-04,t,f,100%,2015-07-28,f,2017-04-04,City Life with a Suburban Feel,1,80.0,20019,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
91,19692298,4.700480365792417,House,Entire home/apt,3,1.0,Real Bed,flexible,True,Chicago,"Charming cozy one bedroom w a king size temperpedic bed. Available for full month sublet!! Half a block from the California blue line (24 hr train) 20min to O'hare, 10 to the loop. Best place to stay in Logan Square. Safe, hip & conveniently located. The house is also available for full months!! My house is the best most beautiful cozy conveniently located place. 1/2 a block from the 24 hr EL train (subway). Steps away from dozens and dozens of bars & restaurants yet on a very safe quiet family oriented street. Truly perfect location!! I'm also flexible & will work w you on check-in/check-out times. Bottom floor of a duplex w chill, friendly, quiet upstairs neighbor. HUGE flatscreen w Apple TV, wifi, bathtub & shower, most comfortable bed I've ever slept in, 6 drawer dresser, lots of heat, cool window ledge u can sit on and read or just relax, plenty of kitchen supplies (small kitchen) but I make it work :-) Full month sublet available all year. Plz contact me for further info!!",2015-11-23,t,f,100%,2015-03-15,f,2016-11-21,Charming bohemian duplex w King bed,18,97.0,60647,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92,262343,4.700480365792417,Apartment,Entire home/apt,5,2.0,Real Bed,flexible,True,NYC,"Sunny, large, 2 bedroom/2 bath with sleeper couch in quiet clean apartment only 10 min. walk from Prospect Park, Brooklyn Museum and lots of cute places to eat. Only 3 blocks form 3 & 4 Trains, Q & B trains are 10 min away. Private bath, private entrance in front of apartment, Living Rm, Dining Rm and Kitchen. My place is close to Salems Hour, Pels Pie, Prospect Park, Midwood Flats,  and a Lil Mo Wine. My place is good for couples, solo adventurers, business travelers, and groups of 5. Although the apartment is shared I have my own separate suite with its own bathroom and private entrance removed from the common area. It's perfect for a quiet get away or an escape to get some work done. There is a large living/dining space including TV with Chromecast & HiFi speakers and full sized kitchen. The bedrooms are at opposite ends of this very spacious 2.5 bedroom, 2 bath so occupants in each bedroom won't hear each other. The couch in the living room sleeps 1. The front rooms catch morning l",,,,,,t,,Brooklyn 2 Bdrm Apt. w/ 2 baths,0,,11225,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
93,15734037,5.1929568508902095,Apartment,Entire home/apt,5,1.0,Real Bed,flexible,True,NYC,"650 sq. ft., kitchen, livingroom w/ dining area, full bathroom, and large bedroom. Third floor of a walk-up building. Although it's an older building, everything works very well. Original decorative molding on walls. Lots of light throughout!  Windows in every room.  Apt gets lots of sun! Kitchen has everything you'd need.  Cookware, plates/bowls/cutlery/appliances. There is a fire escape in the kitchen. Livingroom is large and has tv with roku box and local channels. Full size bed and desk in bedroom. Couch sleeps one.  Air mattress could accommodate two more.   One of the safest blocks in NYC.  Security camera outside.  Working buzzer system. Great area--very safe, lots to do! Surrounded by TONS of restaurants, bars, cafes, cute shops, etc. While there are lots of places close by, the block (and a couple of the surrounding blocks) feel relatively quiet and residential for NYC.  Lots of families.  There is a public library across the street and two cafes on the block (one Italian, one",,t,f,,2015-01-22,f,,"Large, comfy 1br in Williamsburg!",0,,11211.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94,5011392,4.248495242049359,Apartment,Entire home/apt,2,1.0,Real Bed,flexible,True,DC,Studio with private bathroom and walk in closet.  15 minute walk to Chinatown and downtown restaurants. Giant supermarket 2 blocks away.   2 blocks to metro.  Great access to 7th and 9th street restaurants and cafes. Great new restaurants and cafes in the area.  Try Sundevich for one of the best sandwich places in town..get there early before they run out of ingredients for the day. Bus lines on 9th and 7th street.  Shaw metro 2 blocks north and Convention Center metro 3.5 blocks south.  DC Bike share 1.5 blocks away.,,t,t,,2012-04-12,t,,Charming studio in hip Shaw/Logan neighborhood,0,,20001,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
95,1830541,5.393627546352364,Condominium,Entire home/apt,3,1.0,Real Bed,flexible,True,DC,"Beautiful Condo close to Capitol Building, White House, National Mall, Eastern Market, Museums, Restaurants and Dining. Modern Courtyard Style Condo with a large bedroom, full bath, Hardwood floors, centralized air and heat. The space comes with additional amenities including Cable and Wifi. Credentials will be available upon arrival. Condo is fully secure with touch pad entry (No Key required). Code will be given to guests upon arrival. The condo is located near the Potomac Avenue and Naylor Rd Metro Stations. Within 10 minutes or less, you can enjoy many popular locations including Eastern Market, Smithsonian Museums, Capitol Building, Dupont Circle, U ST and H ST.",,t,f,,2017-01-03,f,,Modern Condo in the heart of Capitol Hill,0,,20020,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1
96,4576821,4.248495242049359,Apartment,Entire home/apt,1,1.0,Real Bed,flexible,True,NYC,"Single person studio available in the heart of Park Slope! Just one block from Prospect Park. Close to wonderful restaurants and bars. The apartment is about a five minute walk to the F G trains; about a 10 minute walk to the B Q 2 3. The building is very quiet and mostly occupied by young professionals. I am looking for a guest who will respect the place, keep it tidy and can be a quiet neighbor. Perfect getaway for someone who's looking for a quaint spot in a beautiful park of Brooklyn.",2016-07-04,t,t,100%,2014-11-25,f,2017-09-29,Charming Studio in Park Slope,2,100.0,,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
97,1008814,4.605170185988092,House,Private room,4,1.0,Real Bed,moderate,True,LA,"Viewing sunrise and sunset right from your bedroom, sipping a glass of wine while enjoying this breathtaking view of Los Angeles and Hollywood at the balcony.  This is our home that we love to share the experience with our guests. Viewing sunrise and sunset right from your bedroom, sipping a glass of wine while enjoying this breathtaking view of Los Angeles and Hollywood at the balcony.  This is our home that we love to share the experience with our guests. There's a queen size bed and a Twin Trundle extra firm mattress for your comfort. This rare and unique and warm Spanish architectural home located in the best pocket of Los Feliz, consisting of 5 stories   overlooking 180 degree view of Los Angeles. Each Floor has a view of the City. Top floor is the Library, First floor being the Home Office. Second Floor is the Formal Living room, Family Room, Kitchen and dinning. Third floor (entire floor with privacy) is dedicated for the guests from Airbnb. French door leading to the jacuzzi, o",2014-08-08,t,t,100%,2012-04-25,f,2016-11-20,Upscale Spanish Hacienda View Home,15,100.0,90027,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
98,7226513,4.804021044733257,Apartment,Entire home/apt,2,1.0,Real Bed,strict,True,NYC,"Visiting the City? Come stay in my cozy apt in Manhattan!!! It's an amazing place to live right in Upper West Side. Quiet and with tons of sunlight. I love the neighborhood, so convenient, close to everything and charming: 1min walk to cool bars and restaurants, 3min to Columbia University, 1min to subway, 7min to Central Park and St.John the Divine Cathedral is right in my street. Also, you can take the subway and get to Times Sq in 15 min, Chelsea in 20, Soho in 30,  Green Point in 35... No matter how cold it's outside, the building remains always warm and cozy. Super quiet: my neighbors are the best. And sooo sunny the whole year. You'll love waking up here in a sunny morning. ONLY super super tidy and clean guests, professionals, responsible and able to give back the apartment exactly as I'll trust it to them: pristine :) I'll be out of town but you can contact me 24/7 if you need me. I love the neighborhood, so convenient, close to everything and charming: 1min walk to cool bars a",2017-01-04,t,t,100%,2014-04-14,f,2017-08-06,Cozy and Sunny Studio in UWS Manhattan,2,100.0,10025,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
99,13858669,4.927253685157205,Loft,Private room,2,1.0,Real Bed,strict,True,NYC,"1850 sf sunflooded landmark loft. 3 bedrooms for guests. Incredible light.Fantastic neighborhood, shopping, restaurants, close to all public transportation (1-3 blocks) and Hudson River Pk. Piano, AC, ceiling fans. This room has two huge windows with great open view NW. The room has a full size bed, a dresser, a desk, a chair, a night table, lamp, and shelves in addition to the armoire. kitchen, keyed elevator that opens into the loft, piano, WiFi. Depending non guests attitude, when I'm in residence I try to be available 24/7. I very often entertain guests or do outings with them. Tribeca is perhaps the  greatest residential neighborhood in New York. It is very well served by public transportation; practically all subways lines are within four blocks. The blue and red lines are one short block's distance. There are neighborhoods right next to it: Soho, Chinatown, Little Italy, Wall street, Greenwhich Village, West Village. There are great stores, restaurants and lounges, amazing disco",2015-08-13,t,t,100%,2015-03-14,f,2017-09-17,TRIBECA HISTORICAL LOFT BRIGHT ROOM,23,89.0,10013,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
100,14873270,4.174387269895637,Apartment,Entire home/apt,2,1.0,Real Bed,flexible,True,NYC,"Perfect for a single or a couple. Clean and spacious, lots of plants and natural light. Fully loaded kitchen. Down the block from the Cloisters and Fort Tryon Park. Block away from A and 1 trains, restaurants, bars and pubs. 1-2 week rental beg. 8/20 Lots of light and plants. Very colorfully and simply decorated.  Very comfortable. Access to one closet and the entire apartments as well Laundry Room. If you are taking the Apartment for the whole month or summer I will make 2 closets available.  All the kitchenware is also at your disposal and spices or condiments in the pantry and fridge. If guests arrive prior to 2 pm I will be here  to greet guests and answer any questions. I can come (as requested) on a weekly basis to water plants and manage any household issues if they come up.  I am available by phone and can come to the apt. or contact the Super if anything is needed. Great neighborhood.  Everything it at arms reach. Great nightlife, food, parks, culture, markets, pharmacies. (UR",2015-08-24,t,t,,2015-07-25,f,2017-01-03,Light Filled Studio Apartment,5,80.0,10040,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,10132073,4.007333185232471,Apartment,Private room,2,1.0,Real Bed,strict,True,LA,"Bedroom with a private bathroom: Very well appointed bedroom with  queen-size bed, night stands, dresser, desk, chair, TV and closet. Your very own bathroom. Washer/dryer in the building. Plenty of street parking.  Peaceful neighborhood, just half-mile from bustling Ventura Blvd. When we say 'spacious bedroom' we do mean you can swing a cat or two! Oh, but NO pets allowed! Welcome to our little balcony to enjoy a cuppa tea, a glass of wine or a smoke.  You are also welcome to the Living and Dining areas as well as the kitchen. If you let me know of your ETA, I'll try my best to be there in person to receive you and make you as comfortable as possible.  Breakfast things are in the kitchen - bread, butter, jam, cereals, coffee,tea, milk, eggs. Please help yourself, and don't forget to clean up after you! We are close to Universal Studios, NoHo Arts District, Burbank Airport, Disney Studios, Hollywood, Sunset Strip, Beverly Hills, Griffith Park, Hollywood Bowl and many other Los Angeles a",2016-01-05,t,t,80%,2012-11-07,t,2017-03-03,Spacious bedroom in Studio City,28,99.0,91604,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
102,314248,4.8283137373023015,Apartment,Private room,2,1.0,Real Bed,moderate,True,SF,"The Front Room is a perfect place to rest while you are in San Francisco. Close to beautiful parks, in the center of the bustling NOPA neighborhood, with SUPER easy access to public transport. Our home is relaxed, and comfortably fits two more.  THE FRONT ROOM  The front room of our apartment is full of light, with trees right outside the window and a prism casting rainbows across the wall in the am - this is a comfortable and easy place to rest during your stay in beautiful, fun San Francisco. There is a recently installed new heater  in the room to keep you warm on our chilly city nights.  OUR HOME   Our apartment is the ground floor of a 6-unit building built in 1912. It  is a spacious 2 bedroom, with a big living room and a shared backyard.  Our livingroom is full of books, has apple TV, a kitchen full of delightful cooking gear (an amazing juicer and vintage waffle maker) , and a porch packed with botanicals looking over a shared backyard. The backyard, though a bit wild, has a gr",2015-08-30,t,f,,2012-03-19,f,2015-08-30,Private Room in Beautiful NOPA Home,1,80.0,94117,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
103,2165604,3.688879454113936,Apartment,Private room,2,1.0,Real Bed,moderate,True,NYC,"Hablo español, Spanish speakers welcome!  UPDATE 8/6/17 Just hired a cleaner  READ:  privacy behind a blackout curtain but the bed is in my living room, you will NOT be in a bedroom with a door. See photos. On a 5th floor WALKUP! We are 420 friendly here. Quiet, friendly black Cat as a pet No more couch!(old listing) now a low price for a comfortable luxury queen size in a living room divided by a blackout curtain for privacy. Hallway closet to hang your clothes, kitchen with some snacks and coffee/tea, iron and hair dryer available along with some toiletries Rarely interact, mostly work at home but can offer some advice on transit, would prefer guests who plan to be out and about in the city during the day rather than couch potatoes! I enjoy the families in the neighborhood, new businesses in the area, lots of transit nearby and only 20 minutes to midtown, 10 minutes to harlem historic business district, 15 minutes to Central Park 3 train one block away, ABCD trains 5 blocks away, Yan",2017-05-19,t,t,100%,2016-03-14,f,2017-09-15,COMFY BED BEHIND A CURTAIN,7,94.0,10039,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
104,14900814,6.171700597410915,House,Entire home/apt,9,3.0,Real Bed,moderate,True,LA,"Gorgeous, beautifully updated 4 bedroom  house featuring a fully-equipped kitchen, serene patio facing DTLA, and a spacious backyard. Breathtaking views from virtually every room. 9 mins from Hollywood nightlife, DTLA, the Observatory & Runyon Canyon. One bedroom and bathroom is located downstairs, the remainder are upstairs. All 7,300 square feet, 700 square meters, of this gorgeous property. The neighborhood is absolutely incredible. The house is a very short walk to some of the greatest restaurants in Los Angeles. Once you book, I will give you a list of the best restaurants suited for your taste and budget. Also, there are shops that are walking distance, and tons of restaurants that deliver to the home. Situated in the most convenient part of Los Angeles, there are dozens upon dozens of restaurants that are very short walking distance from the home. Additionally, there are multiple bus stops that are a very, very short walk from the home.",2016-04-24,t,t,100%,2013-07-03,t,2017-05-02,Stunning Victorian in Silverlake,32,96.0,90026,4.0,4.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1
105,11593024,6.551080335043403,House,Entire home/apt,6,2.0,Real Bed,strict,True,LA,"Charming 1926 Spanish bungalow reminiscent of old Hollywood. Private, gated property with central courtyard, outdoor dining pavilion, fire pit, fountain, and separate pool /outdoor shower.  Old world style with all the conveniences of modern life. Fully restored 1926's Spanish Mediterranean has been painstaking restored to its previous splendor. The house is located behind a private &  secure hedged yard that opens up to a city oasis that maximizes the indoor/outdoor Southern California lifestyle.  You will never want to leave whether your lounging by the pool during the day, or spending a spectacular evening dining by the fire pit & candle lit courtyard.  Being an avid world traveler the house is filled with furnishings and mementos collected from my adventures.  Somehow it all works.  Hope you agree. House is fully stocked with fine linens, bedding, and travel books to help inspire your next trip. Guest's will have access to all the home has to offer including professional outdoor BB",2015-05-04,t,t,86%,2014-02-08,f,2016-08-27,Restored 1920's Spanish Charmer,18,99.0,90036,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
106,17497912,4.553876891600541,Apartment,Private room,1,1.0,Real Bed,flexible,False,NYC,"Sunny, spacious & comfy room in 4BR apt in the heart of Chelsea! The building is conveniently located 1 block from the subway & 1 block from the High Line. Plenty of restaurants, grocery stores & laundromats nearby. Good base to explore NYC or for a business trip. The room has a brand new queen-size Casper bed, 2 large windows w/ lots of natural sunlight & a closet for your use. The other occupants are 2 nice young professionals. We use the 4th room for AirBnb as well. LGBT+ guests welcome!",,t,f,100%,2015-03-23,t,,Fabulous Sun-kissed Room in Heart of Chelsea!,0,,10011.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107,16490513,4.007333185232471,Apartment,Private room,2,1.0,Real Bed,flexible,False,NYC,"Hi, One bedroom in highrise appartment complex, excellent transportation by bus and subway. Corner terrace with view of downtown NYC. Room is fully furnished with access everythink needed.",2013-08-09,t,t,90%,2013-07-01,f,2017-09-18,1 large bedroom HARLEM/NYC/terrace/,144,96.0,10039,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
